MN,Hennepin,1116200,5.8E-05,316.42303663500627,84.0598902448453
OH,Cuyahoga,1393978,5.8E-05,430.87505905560374,120.23411829576943
PA,Philadelphia,1517550,5.8E-05,496.57467754525777,126.5315343000904
VA,Lynchburg,65269,5.8E-05,463.5718829140845,167.85327263309168
VA,Salem,24747,5.8E-05,455.16202214760125,170.83409583762636
VA,Waynesboro,19520,5.8E-05,464.72728944796927,158.70616168658202
WA,King,1737034,5.8E-05,69.5275474274982,21.736151592688458
AL,Montgomery,223510,5.7E-05,399.756273448692,244.53238067314817
CA,Shasta,163256,5.7E-05,42.93451928601926,104.9032559516165
CT,Hartford,857183,5.7E-05,513.8840530714803,98.35584570520268
MI,Oakland,1194156,5.7E-05,412.3855028951724,106.67137410985379
NJ,Camden,508932,5.7E-05,498.97909447268773,128.8376812033869
TX,Jefferson,252051,5.7E-05,313.98952717412493,280.12415393937135
VA,Fairfax,969749,5.7E-05,479.00074080370604,145.69380624126006
AL,Calhoun,112249,5.6E-05,401.7689073398316,224.2126112555817
AL,Russell,49756,5.6E-05,410.913760951275,242.5910650166139
AL,Shelby,143293,5.6E-05,393.6024085943773,231.73951524370366
CA,Imperial,142361,5.6E-05,86.80086716654426,218.2850422734074
CA,San Mateo,707161,5.6E-05,29.202515189000966,145.85651765779053
CA,Sutter,78930,5.6E-05,41.1812063762511,127.50094751907203
GA,Henry,119341,5.6E-05,419.9071983288645,226.12883843269407
GA,Rockdale,70111,5.6E-05,420.9001460716104,223.46881216006113
GA,Whitfield,83525,5.6E-05,409.20614409823816,209.8902678833804
IA,Scott,158668,5.6E-05,344.92701600555426,126.40178512585211
MA,Middlesex,1465396,5.6E-05,523.5901943015465,86.89198329889632
MN,Ramsey,511035,5.6E-05,319.9667602870082,83.95770610970884
NC,Mecklenburg,695454,5.6E-05,451.61699490660897,198.12678818533203
TN,Knox,382032,5.6E-05,417.9220726945126,193.3419299055549
VA,Bristol,17367,5.6E-05,435.1495999926668,182.57799377436055
VA,Colonial Heights,16897,5.6E-05,481.76693454921224,166.2064379166579
CO,Jefferson,527056,5.5E-05,202.18728202499904,150.40682932477628
GA,Thomas,42737,5.5E-05,426.73070526176645,259.063364721066
TN,Shelby,897472,5.5E-05,357.0846484864203,209.88513265124874
TX,Gregg,111379,5.5E-05,306.5449193876505,246.690230093598
VA,Hopewell,22354,5.5E-05,482.8199468487847,165.70617864635648
AL,Tuscaloosa,164875,5.4E-05,384.55955516335035,231.95014718569294
AR,Union,45629,5.4E-05,330.30818263941575,237.19827206384053
CT,New Haven,824008,5.4E-05,513.3280762991742,104.13280139433486
GA,Bibb,153887,5.4E-05,426.09838985624657,233.83872629927504
GA,Walker,61053,5.4E-05,406.095655285294,211.09862528775597
OH,Hamilton,845303,5.4E-05,406.9614085899996,152.8565164775525
SC,Richland,320677,5.4E-05,453.18061120787866,213.8409478723
TX,Dallas,2218899,5.4E-05,285.0801354441584,243.00379231711227
VA,Roanoke,85778,5.4E-05,455.37724225226873,170.90129277481367
VA,Charlottesville,45049,5.4E-05,469.1077473555396,158.39256535742805
VA,Petersburg,33740,5.4E-05,482.0563544324563,166.97684535659414
AL,Morgan,111064,5.3E-05,389.9568685034549,216.41276136237224
AR,Pulaski,361474,5.3E-05,332.26548178324407,216.26610671221957
CA,Inyo,17945,5.3E-05,75.50685178119073,169.94969868250226
CT,Fairfield,882567,5.3E-05,509.01702502145383,106.53946972106137
GA,Cherokee,141903,5.3E-05,415.3690597253258,216.44497109038824
GA,Clarke,101489,5.3E-05,427.5529078806849,218.77718496199444
GA,Douglas,92174,5.3E-05,413.2510608927598,223.72665202063075
LA,East Baton Rouge,412852,5.3E-05,348.28077125552346,270.3623861295541
MD,Anne Arundel,489656,5.3E-05,485.23622486240686,142.7393191944117
MA,Norfolk,650308,5.3E-05,526.590385575566,90.41079431573003
TX,Andrews,13004,5.3E-05,221.4242713478223,246.48785712984792
VA,Fairfax City,21498,5.3E-05,478.55232772051323,145.89798394539656
CA,Placer,248399,5.2E-05,49.96656741447278,129.68231660921313
CA,San Joaquin,563598,5.2E-05,41.16658733539279,142.4022282102624
FL,Orange,896344,5.2E-05,459.8049696934775,284.8197949570378
GA,Floyd,90565,5.2E-05,407.69234011259556,216.77987216700052
GA,Newton,62001,5.2E-05,422.97910926972145,224.514838100336
IA,Polk,374601,5.2E-05,316.7949647359543,126.95768070584546
LA,West Baton Rouge,21601,5.2E-05,345.6512531778599,271.415447313959
MA,Hampden,456228,5.2E-05,513.8292061082147,93.98201081269605
OH,Franklin,1068978,5.2E-05,420.7244976862678,140.8018171909982
OK,Pittsburg,43953,5.2E-05,296.37885652734184,214.84921631965116
PA,Delaware,550864,5.2E-05,494.42069719124703,128.41192928140572
SC,Greenville,379616,5.2E-05,436.05057628928085,205.17163787766307
TX,Travis,812280,5.2E-05,273.63280220881165,274.0477343319799
VA,Chesterfield,259903,5.2E-05,479.9373456177849,165.17968106214357
VA,Galax,6837,5.2E-05,447.786813943357,180.1945923895037
VA,Harrisonburg,40468,5.2E-05,464.31075779034427,154.03057341945458
WI,Brown,226778,5.2E-05,367.0189708046337,87.96494398294273
WI,Dane,426526,5.2E-05,355.34376110753016,107.18782367248401
AL,Madison,276700,5.1E-05,392.90589969338373,212.3569945603685
CA,Kings,129461,5.1E-05,49.54562106680871,169.21110874326465
CA,Stanislaus,446997,5.1E-05,43.06512695217902,147.29703558146434
CT,Middlesex,155071,5.1E-05,516.7862591799071,102.51490788923506
FL,Palm Beach,1131184,5.1E-05,473.3519355489978,307.0014893664158
GA,Fayette,91263,5.1E-05,416.41334860471574,227.23912936771006
GA,Forsyth,98407,5.1E-05,419.1055319324129,216.24037228724904
IL,DuPage,904161,5.1E-05,369.0637045403152,121.95994171124157
IA,Des Moines,42351,5.1E-05,340.1495157851067,135.99742928336997
KS,Sedgwick,452869,5.1E-05,278.6428440628354,179.08912608738143
KS,Wyandotte,157882,5.1E-05,305.61719644585236,160.6750674104986
LA,St. John the Baptist,43044,5.1E-05,354.65771437704086,275.6949926904566
MI,Macomb,788149,5.1E-05,416.5887056066275,105.74916774699646
OK,Tulsa,563299,5.1E-05,293.7361771199333,199.38517110301154
OR,Jackson,181269,5.1E-05,43.51983623295237,81.96438103610335
AL,Lee,115092,5.0E-05,408.6358225291323,238.89435506156832
CA,Contra Costa,948816,5.0E-05,34.80209720433997,140.50888294593102
CT,Tolland,136364,5.0E-05,517.5984596659005,96.82451462974713
FL,Broward,1623018,5.0E-05,474.14655938094455,313.2325421730978
FL,Columbia,56513,5.0E-05,442.08205516173297,265.15927726482465
GA,Catoosa,53282,5.0E-05,407.58554103551694,208.75252801136497
GA,Columbia,89288,5.0E-05,440.00639886830265,222.44959224303147
GA,Gordon,44104,5.0E-05,410.96206068556324,213.53539190336545
GA,Walton,60687,5.0E-05,423.9425462782429,221.4932421432895
IL,Rock Island,149374,5.0E-05,345.79828531421373,128.31488116591825
KS,Johnson,451086,5.0E-05,305.21811858733514,163.5227059425413
KY,Kenton,151464,5.0E-05,407.406971415676,156.1057157027562
MD,Frederick,195277,5.0E-05,476.26258891178395,137.90168869171646
MS,Forrest,72604,5.0E-05,367.599167157132,260.7032318424796
NH,Hillsborough,380841,5.0E-05,519.9389629346808,82.16577898345258
NY,Erie,950265,5.0E-05,455.3141332802553,98.27869447619487
TN,Rutherford,182023,5.0E-05,392.7791305408304,198.09908231910921
TX,Bexar,1392931,5.0E-05,265.22709825663475,285.4286340351236
TX,Harrison,62110,5.0E-05,310.949855921248,245.58139158774054
TX,Tarrant,1446219,5.0E-05,279.53896767683716,242.88945444765614
AL,Etowah,103459,4.9E-05,399.1073197896564,221.1331688565475
AL,Talladega,80321,4.9E-05,398.7593780663942,229.58913439282856
CA,Yuba,60219,4.9E-05,45.45352088092106,125.16817436178175
DE,New Castle,500265,4.9E-05,492.98871794976685,133.12988939572432
FL,Duval,778879,4.9E-05,452.40554145311927,262.6754447620263
FL,Miami-Dade,2253362,4.9E-05,474.92340449917793,320.0483394348225
FL,Seminole,365196,4.9E-05,460.47484090699294,282.2659557084877
GA,Decatur,28240,4.9E-05,419.4099153233012,259.9436735516678
GA,Dougherty,96065,4.9E-05,422.40294033261836,250.93446190902284
GA,Spalding,58417,4.9E-05,418.7081126196459,228.96805775891673
LA,Bossier,98310,4.9E-05,319.59385879052485,244.16480849685632
NE,Sarpy,122595,4.9E-05,292.5215658737431,134.673246831549
NV,Clark,1375765,4.9E-05,98.87518814966049,179.9755936432271
NY,Albany,294565,4.9E-05,499.99573730157425,91.32524860133985
NY,Rockland,286753,4.9E-05,503.8639672312052,109.69725516667933
OH,Butler,332807,4.9E-05,406.17361856938817,149.6248010101617
VA,Loudoun,169599,4.9E-05,474.97736640897176,143.4700002923469
VA,Prince William,280813,4.9E-05,477.1647135656162,147.625220101076
VA,Martinsville,15416,4.9E-05,458.44114122597756,178.23001093327338
VA,Norfolk,234403,4.9E-05,494.24883974592325,168.686217094807
WI,Waukesha,360767,4.9E-05,365.7858501543636,107.00567819649878
CT,Litchfield,182193,4.8E-05,509.3198632862172,99.78342081082074
GA,Bartow,76019,4.8E-05,411.56580671336263,217.0099165963894
GA,Paulding,81678,4.8E-05,411.687058634822,221.06988288862766
IL,Winnebago,278418,4.8E-05,358.37575717472475,116.51116320785056
IN,Lake,484564,4.8E-05,376.20121854769263,126.73586292093921
IN,Marion,860454,4.8E-05,390.4293899730047,146.9154718154893
KY,Fayette,260512,4.8E-05,409.5903751582309,167.67472133286117
MD,Allegany,74930,4.8E-05,463.163321763063,138.72492471361605
MS,Rankin,115327,4.8E-05,359.2360485655848,247.37364492207908
NY,Putnam,95745,4.8E-05,505.5573263905686,105.67341143228177
NC,Gaston,190365,4.8E-05,447.648417351912,198.14017427153541
NC,Guilford,421048,4.8E-05,460.4983984985408,185.79241994225666
OR,Marion,284834,4.8E-05,54.05661409960278,51.91105521052347
SC,Aiken,142552,4.8E-05,446.6670055064542,221.40300877509435
SC,Lexington,216014,4.8E-05,449.9936738823943,216.25485964716862
SC,Spartanburg,253791,4.8E-05,440.24785344509826,204.179100277147
TX,Collin,491675,4.8E-05,287.32782030878144,237.56982284157348
TX,Panola,22756,4.8E-05,311.9996898737098,250.61830778093045
VA,Danville,48411,4.8E-05,463.2050746473864,178.60064419124868
VA,Emporia,5665,4.8E-05,481.7799794224072,173.86675680051513
VA,Fredericksburg,19279,4.8E-05,478.3175066335002,153.0051245188364
VA,Manassas Park,10290,4.8E-05,477.4910724778407,147.12012648936852
WV,Kanawha,200073,4.8E-05,438.3317455150683,159.7406501262508
AL,St. Clair,64742,4.7E-05,396.5830079394594,225.56434070125428
CA,Butte,203171,4.7E-05,44.27609319297639,119.31918791728589
CA,Merced,210554,4.7E-05,44.46754868376484,153.0976151284765
FL,Hillsborough,998948,4.7E-05,449.59635258604453,294.23507967990787
FL,Jefferson,12902,4.7E-05,427.74257048548026,264.75014832081746
FL,Lee,440888,4.7E-05,456.61868451822664,310.53682492170293
GA,Barrow,46144,4.7E-05,423.8969468677899,218.5431049997138
GA,Coweta,89215,4.7E-05,413.81528027118634,228.40718187784356
GA,Oconee,26225,4.7E-05,426.90114155259204,220.2811640850662
GA,Troup,58779,4.7E-05,411.36977001434224,232.79270643285133
LA,Iberville,33320,4.7E-05,345.19039843024433,273.88214419851874
MS,Grenada,23263,4.7E-05,359.44573476405884,227.8530781079208
MO,St. Charles,283883,4.7E-05,347.42775513744044,163.19608197356936
NY,Rensselaer,152538,4.7E-05,503.9321868383581,88.97665089506503
NC,Cabarrus,131063,4.7E-05,454.1846462313984,195.91224333195183
SC,York,164614,4.7E-05,448.3772690211542,202.3555315987112
TN,Sullivan,153048,4.7E-05,434.28739167917564,184.10230782089337
TX,Smith,174706,4.7E-05,301.21572161716534,247.8757270218045
VA,Bedford City,6299,4.7E-05,460.39201664614075,169.21286718397673
VA,Manassas,35135,4.7E-05,477.0106214246334,147.66093452821093
AL,Colbert,54984,4.6E-05,379.6706601136755,214.12139696071546
AL,Lauderdale,87966,4.6E-05,380.8934978642062,211.50377359480757
CA,Solano,394542,4.6E-05,35.600605208759106,136.20847460206735
FL,Clay,140814,4.6E-05,451.08231324278944,267.348641122031
GA,Carroll,87268,4.6E-05,410.02957375129427,225.58010443339893
GA,Houston,110765,4.6E-05,426.72066142615586,238.3282674073734
IA,Black Hawk,128012,4.6E-05,328.46899126956464,116.36456439893679
LA,Jefferson,455466,4.6E-05,359.22610325325184,280.09291702138586
MD,Harford,218590,4.6E-05,486.5106082290609,134.85951584369138
MD,Washington,131923,4.6E-05,471.24179152253345,137.1854852494908
MA,Hampshire,152251,4.6E-05,512.5508042262043,91.64536270765333
MN,Anoka,298084,4.6E-05,318.5380787306549,80.57042060047374
MS,DeSoto,107199,4.6E-05,356.45853367949013,213.66469372794302
MS,Lauderdale,78161,4.6E-05,373.05281128281683,244.62807661014295
MS,Lowndes,61586,4.6E-05,374.3022133726539,230.47825105333627
MS,Madison,74674,4.6E-05,357.7777941491096,242.81315710621246
MO,Jackson,654880,4.6E-05,309.9404656595762,161.87512847508765
NJ,Burlington,423394,4.6E-05,501.5517290628872,127.36747592439433
NJ,Mercer,350761,4.6E-05,499.9649608045647,122.23476269167428
NC,Davidson,147246,4.6E-05,456.8687779569922,190.3722182384083
OH,Lawrence,62319,4.6E-05,427.69710230436084,157.64446289726254
OH,Lucas,455054,4.6E-05,412.072858066526,120.37480466695746
PA,Berks,373638,4.6E-05,487.609395056362,123.07692205765127
SC,Anderson,165740,4.6E-05,434.1358765968115,210.49654401840144
TN,Gibson,48152,4.6E-05,366.63437911985045,198.3851038365243
TN,Sumner,130449,4.6E-05,391.59228026423824,190.1962296191527
TX,Brazos,152415,4.6E-05,290.20297127413767,270.57995546216085
TX,Fort Bend,354452,4.6E-05,296.05596198352913,284.82501508489435
TX,Orange,84966,4.6E-05,316.9408983790282,276.97395138992044
VA,Hanover,86320,4.6E-05,479.7469734076996,160.1181224612403
VA,Hampton,146437,4.6E-05,492.9347659991095,166.77344278125233
VA,Newport News,180150,4.6E-05,491.1676170810085,166.621927586555
VA,Radford,15859,4.6E-05,450.4883667968044,173.7229457873237
WI,Outagamie,160971,4.6E-05,362.8384053485105,89.10354179733294
AL,Autauga,43671,4.5E-05,394.6617824062906,241.01015012704738
AL,Walker,70713,4.5E-05,385.9596900753426,225.46081036795556
AK,Anchorage,260283,4.5E-05,89.13295731751262,305.66974564710137
AR,Columbia,25603,4.5E-05,323.279423918372,236.81575047473754
AR,Miller,40443,4.5E-05,316.1196048256174,235.8920903796214
CT,New London,259088,4.5E-05,520.6052749015205,101.04412527089025
FL,Alachua,217955,4.5E-05,446.19877781502294,271.9675770609578
FL,Pinellas,921482,4.5E-05,445.3750677425575,294.6977032982743
FL,Wakulla,22863,4.5E-05,422.67411779378745,268.7021340603447
GA,Jones,23639,4.5E-05,426.96445104008654,230.88648344063697
IL,St. Clair,256082,4.5E-05,354.3599772081862,167.09577904073925
IN,Clark,96472,4.5E-05,396.3578821951258,163.4357702822974
IA,Linn,191701,4.5E-05,335.43321483136543,121.14181019066625
LA,Rapides,126337,4.5E-05,331.63099248328365,262.28052211120274
MS,Jones,64958,4.5E-05,368.30674828736676,255.13122030955202
MS,Lee,75755,4.5E-05,370.98714823017417,220.5035704434048
MO,Jefferson,198099,4.5E-05,348.4695965944507,169.97540161368764
OH,Jefferson,73894,4.5E-05,441.4775377643864,132.30526400338698
PA,Montgomery,750097,4.5E-05,493.9310522441602,124.64620976500356
TN,Williamson,126638,4.5E-05,387.5898631532556,197.8963566949342
TX,Denton,432976,4.5E-05,281.4749560460522,237.3098496919702
TX,Montgomery,293768,4.5E-05,298.8516183350721,274.77074258786337
VA,Portsmouth City,100565,4.5E-05,493.29234305155904,169.22875730727438
WA,Pierce,700820,4.5E-05,64.99589063450921,26.24298367977235
AL,Bullock,11714,4.4E-05,405.44314970328384,245.67119422961753
AL,Macon,24105,4.4E-05,405.1371823262535,241.85658008050754
AR,Sebastian,115071,4.4E-05,311.69791434952214,211.15252837400107
CA,Santa Cruz,255602,4.4E-05,31.387105834403446,151.43781908295844
FL,Escambia,294410,4.4E-05,389.6265176947307,266.32180505142
FL,Gadsden,45087,4.4E-05,419.67448532236017,263.6214100769185
GA,Baldwin,44700,4.4E-05,430.509127495396,229.95794889744167
GA,Hall,139277,4.4E-05,422.0628064991428,214.70698271162834
GA,Morgan,15457,4.4E-05,426.8362634335974,223.48388997202073
IL,Madison,258941,4.4E-05,354.00709607489176,162.3276370329343
IA,Pottawattamie,87704,4.4E-05,297.84326485872674,131.70121135144538
KY,Campbell,88616,4.4E-05,408.8771345036441,155.70238833581874
LA,Calcasieu,183577,4.4E-05,322.97650857185386,275.34637930051997
LA,Ouachita,147250,4.4E-05,335.0302090415206,245.95317683079998
LA,St. Charles,48072,4.4E-05,356.68121288118436,277.6306441645795
MA,Plymouth,472822,4.4E-05,531.2223609170381,92.04648070038424
MI,Washtenaw,322895,4.4E-05,408.79981744647137,112.46461742958694
MS,Oktibbeha,42902,4.4E-05,369.76254909761894,231.69040925233503
NJ,Gloucester,254673,4.4E-05,497.39020474102443,130.3734498656825
NJ,Morris,470212,4.4E-05,499.7346470572323,114.61077938260176
NJ,Somerset,297490,4.4E-05,500.01994972890316,118.40226643730844
NY,Monroe,735343,4.4E-05,464.31856805971927,91.85543398698094
NC,Catawba,141685,4.4E-05,446.6825887281984,193.7299685176534
NC,Wake,627846,4.4E-05,472.7327597977095,187.31859493495577
OH,Montgomery,559062,4.4E-05,408.6159523745473,145.16626614419127
OK,Oklahoma,660448,4.4E-05,278.8277724327543,206.82265105936446
PA,Dauphin,251798,4.4E-05,479.8891114006717,124.84934379223259
PA,Lancaster,470658,4.4E-05,485.7700780758175,128.51823487617253
PA,York,381751,4.4E-05,481.6605873277018,131.04815831812795
RI,Providence,621602,4.4E-05,524.4507004475086,95.0691332102452
TN,Montgomery,134768,4.4E-05,382.1215638229595,190.52572216861972
TX,Bowie,89306,4.4E-05,310.53308570172413,234.07636031355355
WV,Cabell,96784,4.4E-05,430.9032195983758,159.81129167801484
AZ,Pima,843746,4.3E-05,122.16333727099016,237.42154829941708
AZ,Yuma,160026,4.3E-05,100.9069796514696,224.60467735173884
AR,Hot Spring,30353,4.3E-05,325.35818964235756,222.39432646692896
CA,Nevada,92033,4.3E-05,51.516727590653055,126.46775408945332
CO,Weld,180936,4.3E-05,211.99008672658255,138.56235195625442
FL,Marion,258916,4.3E-05,449.9762249492052,277.3324328689531
FL,Volusia,443343,4.3E-05,460.36142031652986,277.8208388917306
GA,Butts,19522,4.3E-05,422.3623186682071,228.1032863996245
GA,Chattooga,25470,4.3E-05,405.91826007797386,214.62256236247316
GA,Harris,23695,4.3E-05,412.9814231636769,236.46395175452813
GA,Lee,24757,4.3E-05,422.8026882456168,247.60714800985593
GA,Lowndes,92115,4.3E-05,433.97335755163937,258.5025037791141
GA,Madison,25730,4.3E-05,429.06707586138697,216.25822703494586
GA,Polk,38127,4.3E-05,408.30078824900016,220.45041719520788
GA,Upson,27597,4.3E-05,419.3361044115351,233.96793890366195
ID,Ada,300904,4.3E-05,105.71667498513402,84.24629970367249
IL,Kane,404119,4.3E-05,365.75559656285367,121.04915282679976
IL,Lake,644356,4.3E-05,369.43776889055874,115.80355849216942
IL,Will,502266,4.3E-05,370.7073570287224,127.20131053412474
IN,Floyd,70823,4.3E-05,394.7006981623185,165.56633473056579
IA,Johnson,111006,4.3E-05,335.84727560625186,126.58010251890579
KY,Warren,92522,4.3E-05,391.36052501101017,183.28453732368558
LA,Ascension,76627,4.3E-05,350.52795820605445,274.7976282504183
LA,Lafayette,190503,4.3E-05,337.2142172910513,275.33723683700725
LA,Natchitoches,39080,4.3E-05,325.2356139343139,255.81765349199586
LA,Webster,41831,4.3E-05,322.2982550506935,243.2240967370083
ME,Cumberland,265612,4.3E-05,529.2378933320034,67.41114109226288
MD,Charles,120546,4.3E-05,482.86738734136225,149.70888303894554
MA,Bristol,534678,4.3E-05,529.0432039331587,94.85332888934045
MI,Kent,574335,4.3E-05,391.5486294918868,104.3664520221226
MS,Neshoba,28684,4.3E-05,367.8006523387254,240.51690877764554
MS,Washington,62977,4.3E-05,347.5402891942467,234.86100916131184
MO,Clay,184006,4.3E-05,309.17299282388905,158.07701308204622
NH,Rockingham,277359,4.3E-05,524.9537561864504,79.66940006997504
NJ,Monmouth,615301,4.3E-05,504.338343153763,121.53459006736232
NY,Onondaga,458336,4.3E-05,478.34323861304983,90.77700543501972
NY,Saratoga,200635,4.3E-05,499.57041210460284,84.5792890369324
NC,Cumberland,302963,4.3E-05,472.9983561173584,197.29052039543606
NC,Durham,223314,4.3E-05,469.91049031322643,184.62492702389838
NC,Forsyth,306067,4.3E-05,455.6237024748018,185.98928189593144
NC,Hoke,33646,4.3E-05,468.5145777644426,198.39169357040603
NC,Rowan,130340,4.3E-05,454.06469348225966,192.72313629270448
PA,Bucks,597635,4.3E-05,496.1011824220705,122.53324922587714
PA,Chester,433501,4.3E-05,490.7567565284545,128.62826875126692
SC,Pickens,110757,4.3E-05,432.6076139462131,205.9812128344291
TN,Madison,91837,4.3E-05,367.8645405190592,203.2604959660423
TX,Angelina,80130,4.3E-05,308.9765522636341,262.460485237969
TX,El Paso,679622,4.3E-05,181.78341983644586,250.08787021235895
TX,Titus,28118,4.3E-05,304.60980284572753,237.41764023360633
UT,Salt Lake,898387,4.3E-05,139.33350657537585,127.40480214448097
WA,Snohomish,606024,4.3E-05,71.92792074985731,15.02582518225899
WI,Rock,152307,4.3E-05,358.9142068413559,112.05028203791161
WI,Winnebago,156763,4.3E-05,361.54129016891875,93.70478117588308
AL,Blount,51024,4.2E-05,393.41987435522896,222.44459126788726
AL,Chambers,36583,4.2E-05,407.67311496317905,234.79135477851082
AL,Elmore,65874,4.2E-05,399.83861751631116,239.81122310287296
AL,Limestone,65676,4.2E-05,388.26736206797415,212.09449988333986
AL,Mobile,399843,4.2E-05,379.63755312898917,265.0659934931957
AR,Garland,88068,4.2E-05,323.8081407546679,219.17461094582933
AR,Ouachita,28790,4.2E-05,327.26446106940034,231.89047962402026
AR,Saline,83529,4.2E-05,328.4970621426387,218.0099708745926
